timestamp,id,post_id,likes,comments,shares,contains_emoji,does_not_contain_emoji,contains_hashtag,accounts_reached,followers_gained,engagement_rate,hashtag_count,year,month,week,day,hour,caption_length,day_of_week,media_type_VIDEO,media_type_CAROUSEL,media_type_PHOTO,day_posted_monday,day_posted_tuesday,day_posted_wednesday,day_posted_thursday,day_posted_friday,day_posted_saturday,day_posted_sunday
2023-01-19 23:17:55+00:00,6,18008622781535569,0.021127573600153937,0.02336448598130841,0.0021584627533561464,0,1,1,0.20640695713905405,0.027777777777777776,0.04654170518524559,0.3333333333333333,2023,1,3,19,23,0.050666666666666665,4,0,0,0,0,0,0,1,0,0,0
2023-01-20 20:27:41+00:00,5,17995154986639120,0.014354435251106407,0.03271028037383177,0.004158989207686234,1,0,1,0.214943650723223,0.0,0.03217964460133706,0.3333333333333333,2023,1,3,20,20,0.05866666666666666,5,0,0,0,0,0,0,0,1,0,0
2023-01-22 00:53:41+00:00,4,18021149353484184,0.032884356359438136,0.018691588785046728,0.013793103448275862,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,1,3,22,0,0.05333333333333333,7,1,0,0,0,0,0,0,0,0,1
2023-01-22 20:54:41+00:00,3,18001671589579897,0.017798730036559553,0.02803738317757009,0.00510660700184259,0,1,1,0.24161859969828733,0.25,0.034303894796202015,0.3333333333333333,2023,1,3,22,20,0.09066666666666666,7,0,0,0,0,0,0,0,0,0,1
2023-01-23 21:01:45+00:00,2,17976372211954946,0.021858764671926115,0.02803738317757009,0.017530929191892603,0,1,1,0.2729079776377673,0.1388888888888889,0.0429081195076261,0.3333333333333333,2023,1,4,23,21,0.10133333333333332,1,0,0,0,1,0,0,0,0,0,0
2023-01-24 20:47:36+00:00,1,18161322310276287,0.010987107946892437,0.02336448598130841,0.006001579362990261,0,1,1,0.20544857573875233,0.0,0.028354895998633688,0.3333333333333333,2023,1,4,24,20,0.07733333333333334,2,0,0,0,0,1,0,0,0,0,0
2023-01-25 21:10:07+00:00,25,17979922921900527,0.017933423128728115,0.0514018691588785,0.00737036062121611,0,1,1,0.22821900789777264,0.0,0.03891302111843758,0.3333333333333333,2023,1,4,25,21,0.14400000000000002,3,0,0,0,0,0,1,0,0,0,0
2023-01-26 22:40:15+00:00,24,17844833918918933,0.025572445641716374,0.014018691588785045,0.010897604632798106,0,1,1,0.244405004880646,0.027777777777777776,0.05125623095206242,0.3333333333333333,2023,1,4,26,22,0.10933333333333332,4,0,0,0,0,0,0,1,0,0,0
2023-01-28 02:55:35+00:00,23,17988189367763906,0.013142197421589378,0.009345794392523364,0.000737036062121611,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,1,4,28,2,0.112,6,1,0,0,0,0,0,0,0,1,0
2023-01-28 17:37:27+00:00,22,17958341789158114,0.03996536463344237,0.05607476635514018,0.019162937615161885,1,0,1,0.2603957760227172,0.3611111111111111,0.07680530017835191,0.3333333333333333,2023,1,4,28,17,0.12000000000000001,6,0,0,0,0,0,0,0,0,1,0
2023-01-30 00:22:19+00:00,21,17967093812173801,0.00842793919568982,0.004672897196261682,0.0010529086601737299,0,1,1,0.0,0.0,0.03947792432608363,0.6666666666666666,2023,1,5,30,0,0.1413333333333333,1,1,0,0,1,0,0,0,0,0,0
2023-01-30 23:14:49+00:00,20,17992413304683037,0.007504329420819704,0.0,0.000421163464069492,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,1,5,30,23,0.07733333333333334,1,1,0,0,1,0,0,0,0,0,0
2023-01-31 20:26:39+00:00,19,17953920989387142,0.016624975947662116,0.009345794392523364,0.005159252434851277,0,1,1,0.22337385748513622,0.0,0.0355244169339012,0.6666666666666666,2023,1,5,31,20,0.104,2,0,0,0,0,1,0,0,0,0,0
2023-02-01 19:34:54+00:00,18,17937956984606893,0.011025591687512026,0.04672897196261682,0.001895235588312714,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,2,5,1,19,0.08,3,1,0,0,0,0,1,0,0,0,0
2023-02-02 20:28:08+00:00,17,17963736044213187,0.01598999422743891,0.0,0.005580415898920769,0,1,1,0.1647883574407667,0.1111111111111111,0.05031539284859687,0.3333333333333333,2023,2,5,2,20,0.07466666666666666,4,0,0,0,0,0,0,1,0,0,0
2023-02-03 15:48:23+00:00,16,17970805826111622,0.011756782759284204,0.009345794392523364,0.0004738088970781785,0,1,1,0.16372348921820926,0.0,0.034643405125139776,0.3333333333333333,2023,2,5,3,15,0.05866666666666666,5,0,0,0,0,0,0,0,1,0,0
2023-02-04 22:06:44+00:00,15,17984509426738813,0.023340388685780256,0.004672897196261682,0.005053961568833904,1,0,1,0.20756056438015796,0.05555555555555555,0.052905328986053886,0.3333333333333333,2023,2,5,4,22,0.055999999999999994,6,0,0,0,0,0,0,0,0,1,0
2023-02-05 20:33:45+00:00,14,17946387941357341,0.017202232056955938,0.02336448598130841,0.0018425901553040275,0,1,1,0.2255390895376697,0.08333333333333333,0.033977492696265967,0.3333333333333333,2023,2,5,5,20,0.12533333333333335,7,0,0,0,0,0,0,0,0,0,1
2023-02-06 20:36:16+00:00,13,17975786464891509,0.011814508370213585,0.02336448598130841,0.0003685180310608055,1,0,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,2,6,6,20,0.1413333333333333,1,1,0,0,1,0,0,0,0,0,0
2023-02-07 20:11:44+00:00,12,18052987672382738,0.015451221858764673,0.014018691588785045,0.0061068702290076335,0,1,1,0.2540243144910817,0.1111111111111111,0.02865977709883192,0.6666666666666666,2023,2,6,7,20,0.112,2,0,0,0,0,1,0,0,0,0,0
2023-02-08 22:27:55+00:00,11,17940894521608155,0.01768327881470079,0.02803738317757009,0.002211108186364833,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,2,6,8,22,0.06933333333333333,3,1,0,0,0,0,1,0,0,0,0
2023-02-10 00:36:03+00:00,10,17941566833576328,0.03401962670771599,0.07009345794392523,0.030007896814951304,1,0,1,0.29530570591889255,0.2222222222222222,0.06372476489499643,0.3333333333333333,2023,2,6,10,0,0.08266666666666667,5,0,0,0,0,0,0,0,1,0,0
2023-02-10 17:17:03+00:00,9,17957082437460452,0.01881854916297864,0.037383177570093455,0.007001842590155304,0,1,1,0.2576093708403585,0.1111111111111111,0.03450766698842378,0.3333333333333333,2023,2,6,10,17,0.104,5,0,0,0,0,0,0,0,1,0,0
2023-02-11 23:19:53+00:00,8,17970104378130488,0.017375408889744086,0.009345794392523364,0.009739405106607002,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,2,6,11,23,0.064,6,1,0,0,0,0,0,0,0,1,0
2023-02-13 03:54:40+00:00,7,17944740794397694,0.021069847989224552,0.02336448598130841,0.003948407475651487,1,0,1,0.20537758452391516,0.027777777777777776,0.048084986089819634,0.3333333333333333,2023,2,7,13,3,0.10133333333333332,1,0,0,0,1,0,0,0,0,0,0
2023-02-13 04:50:05+00:00,6,18002471692608206,0.027900711949201462,0.004672897196261682,0.00510660700184259,1,0,1,0.23038423995030616,0.2222222222222222,0.05530591476121024,0.3333333333333333,2023,2,7,13,4,0.14933333333333332,1,0,0,0,1,0,0,0,0,0,0
2023-02-14 00:54:35+00:00,5,17994288157708582,0.0173176832788147,0.004672897196261682,0.033008686496446435,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,2,7,14,0,0.07733333333333334,2,1,0,0,0,1,0,0,0,0,0
2023-02-14 22:56:10+00:00,4,17968440542171427,0.012314796998268233,0.0,0.006422742827059753,0,1,1,0.19478214570946845,0.0,0.033537518934381325,0.3333333333333333,2023,2,7,14,22,0.055999999999999994,2,0,0,0,0,1,0,0,0,0,0
2023-02-16 01:04:25+00:00,3,17952394475308791,0.0284394843178757,0.018691588785046728,0.009949986838641749,1,0,1,0.21902564557635992,0.027777777777777776,0.06337765869351272,0.3333333333333333,2023,2,7,16,1,0.04533333333333334,4,0,0,0,0,0,0,1,0,0,0
2023-02-16 19:28:56+00:00,2,17966018468190816,0.008947469694054263,0.009345794392523364,0.000947617794156357,0,1,1,0.1667228680450794,0.0,0.02698077484263154,0.3333333333333333,2023,2,7,16,19,0.055999999999999994,4,0,0,0,0,0,0,1,0,0,0
2023-02-18 01:07:45+00:00,1,17979631531962300,0.011237252260919763,0.018691588785046728,0.001368781258225849,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,2,7,18,1,0.10133333333333332,6,1,0,0,0,0,0,0,0,1,0
2023-02-18 22:47:53+00:00,25,17947888316359605,0.009813353857994998,0.0,0.001158199526191103,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,2,7,18,22,0.04266666666666667,6,1,0,0,0,0,0,0,0,1,0
2023-02-19 20:58:40+00:00,24,17967048164321913,0.03003655955358861,0.06074766355140186,0.009949986838641749,1,0,1,0.24435176146951815,0.027777777777777776,0.0589234407608615,0.3333333333333333,2023,2,7,19,20,0.10933333333333332,7,0,0,0,0,0,0,0,0,0,1
2023-02-20 22:00:17+00:00,23,18346234003029119,0.02078121993457764,0.037383177570093455,0.010844959199789419,0,1,1,0.2447954565622504,0.0,0.04280238662502646,0.3333333333333333,2023,2,8,20,22,0.10133333333333332,1,0,0,0,1,0,0,0,0,0,0
2023-02-21 23:13:00+00:00,22,17989155028874779,0.016143929189917264,0.009345794392523364,0.00931824164253751,0,1,1,0.27675925104268345,0.08333333333333333,0.02838609603081018,0.6666666666666666,2023,2,8,21,23,0.11466666666666665,2,0,0,0,0,1,0,0,0,0,0
2023-02-22 23:00:17+00:00,21,18349751908041601,0.030748508755050988,0.08411214953271028,0.01474072124243222,1,0,1,0.2893601916762801,0.05555555555555555,0.052051696321391935,0.3333333333333333,2023,2,8,22,23,0.048,3,0,0,0,0,0,1,0,0,0,0
2023-02-23 23:31:53+00:00,20,17948388080586428,0.028112372522609196,0.102803738317757,0.012213740458015267,0,1,1,0.2658266039577602,0.1388888888888889,0.05185370411292155,0.3333333333333333,2023,2,8,23,23,0.15199999999999997,4,0,0,0,0,0,0,1,0,0,0
2023-02-25 00:17:32+00:00,19,17997658750711260,0.012160862035789878,0.009345794392523364,0.0014214266912345355,1,0,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,2,8,25,0,0.06933333333333333,6,1,0,0,0,0,0,0,0,1,0
2023-02-25 23:53:18+00:00,18,17983577068908368,0.01712526457571676,0.04672897196261682,0.005948933929981574,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,2,8,25,23,0.05866666666666666,6,1,0,0,0,0,0,0,0,1,0
2023-02-26 21:33:01+00:00,17,18095217259313249,0.02797767943044064,0.03271028037383177,0.004790734403790471,0,1,1,0.24846925193007366,0.0,0.05069228058951339,0.6666666666666666,2023,2,8,26,21,0.10133333333333332,7,0,0,0,0,0,0,0,0,0,1
2023-02-27 23:04:49+00:00,16,17861970377852822,0.02293630940927458,0.037383177570093455,0.006370097394051066,0,1,1,0.22330286627029905,0.0,0.04888707320060228,0.3333333333333333,2023,2,9,27,23,0.064,1,0,0,0,1,0,0,0,0,0,0
2023-02-28 23:33:18+00:00,15,17999411647628870,0.016528766596113145,0.004672897196261682,0.00810739668333772,0,1,1,0.2135770698376076,0.0,0.03956391765302502,0.3333333333333333,2023,2,9,28,23,0.08533333333333333,2,0,0,0,0,1,0,0,0,0,0
2023-03-02 02:19:58+00:00,14,17919299642678993,0.029959592072349432,0.0514018691588785,0.04674914451171361,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,3,9,2,2,0.14933333333333332,4,1,0,0,0,0,0,1,0,0,0
2023-03-03 00:50:32+00:00,13,18167891869281427,0.013680969790263614,0.0,0.001895235588312714,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,3,9,3,0,0.064,5,1,0,0,0,0,0,0,1,0,0
2023-03-03 23:20:27+00:00,12,17955099170306268,0.011294977871849144,0.0,0.0006843906291129245,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,3,9,3,23,0.15733333333333333,5,1,0,0,0,0,0,0,1,0,0
2023-03-05 01:11:20+00:00,11,18176477560269624,0.016413315374254375,0.014018691588785045,0.0026322716504343247,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,3,9,5,1,0.11733333333333333,7,1,0,0,0,0,0,0,0,0,1
2023-03-06 00:47:42+00:00,10,17962144676166090,0.007792957475466615,0.004672897196261682,0.000737036062121611,0,1,1,0.0,0.0,0.03947792432608363,0.6666666666666666,2023,3,10,6,0,0.12000000000000001,1,1,0,0,1,0,0,0,0,0,0
2023-03-06 23:08:10+00:00,9,17884399928800623,0.010332884356359439,0.0,0.0054224795998947094,0,1,1,0.0,0.0,0.03947792432608363,0.3333333333333333,2023,3,10,6,23,0.10133333333333332,1,1,0,0,1,0,0,0,0,0,0
2023-03-07 22:51:38+00:00,8,17977112497930609,0.012276313257648644,0.004672897196261682,0.004158989207686234,0,1,1,0.19849143668471025,0.027777777777777776,0.03087447239916937,0.6666666666666666,2023,3,10,7,22,0.05333333333333333,2,0,0,0,0,1,0,0,0,0,0
