likes,shares,comments,engagement_rate
0.0206272849720992,0.006212161095025,0.02803738317757,0.3025679770257269
0.022801616317106,0.0061595156620163,0.0,0.1000511584010007
0.0254377525495478,0.0033693077125559,0.014018691588785,0.2222558642797246
0.0139311141042909,0.00200052645433,0.0186915887850467,0.1462033873192019
0.0372522609197614,0.0094761779415635,0.0514018691588785,0.3727552342086515
0.0409851837598614,0.0115293498289023,0.0794392523364486,0.3527468620559835
0.0282278237444679,0.0035798894445906,0.014018691588785,0.1715579583189998
0.0401192995959207,0.0100026322716504,0.014018691588785,0.1021669555894338
0.016913604002309,0.0004211634640694,0.0607476635514018,0.3486930904304934
0.0074273619395805,0.0006843906291129,0.0,0.0302022554143556
0.0237829517029055,0.0036325348775993,0.0,0.1187168776459124
0.0217625553203771,0.020479073440379,0.0186915887850467,0.206752762039485
0.0197614008081585,0.0026322716504343,0.0093457943925233,0.1434034820478626
0.0054069655570521,0.0016320084232692,0.0093457943925233,0.0747706717553627
0.0301712526457571,0.0021584627533561,0.014018691588785,0.1546044453685423
0.0215508947469694,0.0012108449591997,0.0046728971962616,0.1284362900055831
0.0231864537233019,0.0068965517241379,0.0654205607476635,0.4358234206884233
0.0257071387338849,0.0014214266912345,0.014018691588785,0.1839590835239561
0.0424475659034058,0.0076862332192682,0.0420560747663551,0.2916284414898971
0.0313257648643448,0.0012634903922084,0.0,0.1409115246405952
0.0427361939580527,0.0032113714135298,0.0046728971962616,0.1828461665710914
0.012237829517029,0.0012108449591997,0.0046728971962616,0.082696444428272
0.0229940350202039,0.0016320084232692,0.0327102803738317,0.2616500490118673
0.0386376755820665,0.0046327981047644,0.0420560747663551,0.2108372092760659
0.0241870309794111,0.0011055540931824,0.1214953271028037,0.5560978503924825
0.0231287281123725,0.0025796262174256,0.0093457943925233,0.1484983686909504
0.0155859149509332,0.0050539615688339,0.014018691588785,0.1581617976272633
0.0277660188570329,0.002684917083443,0.0420560747663551,0.3014650634265856
0.0273234558399076,0.0057909976309555,0.0,0.1008985596682051
0.0218202809313065,0.0015267175572519,0.0093457943925233,0.1600156256509906
0.026630748508755,0.0015793629902605,0.0046728971962616,0.1568318825661121
0.0269193765634019,0.0060542247959989,0.0,0.13806947981552
0.020646526842409,0.0063174519610423,0.014018691588785,0.1637946934828135
0.0407542813161439,0.0043695709397209,0.0841121495327102,0.3156190732621232
0.0349047527419665,0.009897341405633,0.0467289719626168,0.2604442403914671
0.0186068885895709,0.0017899447222953,0.014018691588785,0.1570526880257844
0.0194535308832018,0.0034219531455646,0.02803738317757,0.2323370825503128
0.0097556282470656,0.0007896814951302,0.0046728971962616,0.0689604951036371
0.0181065999615162,0.0040536983416688,0.0,0.0633906493771629
0.0030979411198768,0.0002105817320347,0.0,0.0216118860095506
0.0178564556474889,0.0011055540931824,0.02803738317757,0.2144782337244011
0.0388493361554743,0.0172150565938404,0.0186915887850467,0.2629629809467863
0.0357129112949778,0.008054751250329,0.0514018691588785,0.3065319773050862
0.0234750817779488,0.0053171887338773,0.0046728971962616,0.1280858719283163
0.0393688666538387,0.0095288233745722,0.0373831775700934,0.2492298498598994
0.0446218972484125,0.0107923137667807,0.0186915887850467,0.2149801530829935
0.018780065422359,0.0048433798367991,0.0,0.0927560490418052
0.0129112949778718,0.001000263227165,0.0093457943925233,0.1061331986757278
0.0036559553588608,0.0009476177941563,0.0233644859813084,0.0923204220671098
0.0040792765056763,0.0003685180310608,0.0,0.0233079073207657
0.0013084471810659,0.000157936299026,0.0,0.0107270191573768
0.0240715797575524,0.0030007896814951,0.0,0.1235427442674006
0.0261881854916297,0.001000263227165,0.0093457943925233,0.16188549854652
0.0205695593611699,0.0013687812582258,0.0186915887850467,0.1854116607457235
0.0144698864729651,0.0023163990523822,0.0,0.0996102533808925
0.0454877814123532,0.0027902079494603,0.014018691588785,0.2183181470429387
0.0175293438522224,0.0033166622795472,0.0186915887850467,0.1804268735602837
0.0012699634404464,0.0015267175572519,0.0046728971962616,0.0292666324456928
7.696748123917681e-05,0.0027902079494603,0.0,0.0173787027582688
0.0040407927650567,0.0013161358252171,0.0093457943925233,0.0903425828529285
0.0036174716182412,0.000157936299026,0.0,0.0298062483704911
0.0170482970944775,0.001842590155304,0.0233644859813084,0.1721724672188386
0.0036751972291706,0.0027375625164516,0.0093457943925233,0.0599957706712079
0.0112757360015393,0.004527507238747,0.0093457943925233,0.0546627272011082
0.0048297094477583,0.0034219531455646,0.0,0.0316111192453604
0.0020781219934577,0.0034745985785733,0.0,0.0171461871489689
0.0026361362324417,0.0015793629902605,0.0046728971962616,0.0422431370723201
0.012988262459111,0.0022637536193735,0.0,0.0820360356125145
0.0177987300365595,0.0079494603843116,0.1822429906542056,0.5881371531410484
0.0429670964017702,0.0096341142405896,0.0934579439252336,0.3420641439670336
0.0142582258995574,0.0072650697551987,0.2476635514018691,0.9894232750444064
0.0213777179141812,0.009897341405633,0.0093457943925233,0.1853702444998611
0.0111218010390609,0.0005264543300868,0.0,0.0531559469691774
0.0199538195112564,0.0050539615688339,0.0373831775700934,0.2847164991033309
0.0284010005772561,0.0016846538562779,0.0046728971962616,0.1514614480220571
0.0266884741196844,0.0008949723611476,0.0560747663551401,0.3951548968789319
0.0069847989224552,0.0021584627533561,0.0,0.0784076081736575
0.0261304598807004,0.0042642800737036,0.0841121495327102,0.5225436730468825
0.0046565326149701,0.0013161358252171,0.0046728971962616,0.1011712194945253
0.0263421204541081,0.0012634903922084,0.0046728971962616,0.1640755061107415
0.0219164902828554,0.0030007896814951,0.0,0.1314074637069107
0.0149894169713296,0.0009476177941563,0.0,0.071256241786355
0.0290359822974793,0.0021058173203474,0.0,0.1421132862003068
0.0283432749663267,0.0084232692813898,0.0233644859813084,0.2744034838489234
0.0309024437175293,0.0014214266912345,0.0186915887850467,0.2102784207775825
0.0173176832788147,0.0022111081863648,0.014018691588785,0.1530914436241792
0.033827208004618,0.0043695709397209,0.0093457943925233,0.1627320577192925
0.0122763132576486,0.0009476177941563,0.0093457943925233,0.102995263308293
0.0239753704060034,0.001842590155304,0.0186915887850467,0.1917201345785661
0.0256686549932653,0.0004738088970781,0.1728971962616822,0.4150386289708003
0.0259187993072926,0.0037904711766254,0.0093457943925233,0.1712069724301058
0.0313834904752741,0.0023163990523822,0.0,0.1537869392307382
0.0224745045218395,0.0041063437746775,0.0420560747663551,0.2613495539290422
0.0220126996344044,0.0018952355883127,0.014018691588785,0.1817001889423335
0.0114104290937079,0.0004211634640694,0.0046728971962616,0.100257401525302
0.0154512218587646,0.001842590155304,0.014018691588785,0.1499222757189515
0.0280931306522994,0.0083179784153724,0.0514018691588785,0.4007279945269251
0.0120646526842409,0.001842590155304,0.0233644859813084,0.170086762168557
0.0364056186261304,0.0016846538562779,0.0560747663551401,0.3727713733804806
0.031960746584568,0.003685180310608,0.0233644859813084,0.1183155147946188
0.0175101019819126,0.002684917083443,0.0,0.1044455545911596
0.0160092360977487,0.0124769676230587,0.1869158878504672,0.9829714230801908
0.0147969982682316,0.0011581995261911,0.0093457943925233,0.1130232018955035
0.0297479314989417,0.0075282969202421,0.0420560747663551,0.3620270647776648
0.0276313257648643,0.0033166622795472,0.0373831775700934,0.3118241917469633
0.0365595535886088,0.0086864964464332,0.0093457943925233,0.2224382800671926
0.0029247642870887,0.0002105817320347,0.0093457943925233,0.082531336155591
0.0292284010005772,0.0123716767570413,0.0420560747663551,0.3408127049075944
0.0215893784875889,0.0023163990523822,0.0327102803738317,0.2575849322361767
0.0307485087550509,0.0040536983416688,0.0467289719626168,0.372061471273334
0.0349239946122763,0.0015793629902605,0.014018691588785,0.2066763627801518
0.0341543197998845,0.0076862332192682,0.0420560747663551,0.3123699051867379
0.0355589763324995,0.0084759147143985,0.0747663551401869,0.4437008322373864
0.0304791225707138,0.0066333245590944,0.0093457943925233,0.1954194753861449
0.0461997306138156,0.0199526191102921,0.0747663551401869,0.4640559739501401
0.0140850490667692,0.0029481442484864,0.0046728971962616,0.1136825456925156
0.0122763132576486,0.003685180310608,0.0420560747663551,0.2647588576950048
0.0266884741196844,0.0073177151882074,0.116822429906542,0.5410689851858156
0.0163363478930152,0.0001052908660173,0.0,0.0704972478782661
0.0269193765634019,0.0017372992892866,0.0093457943925233,0.1519605128757365
0.0197614008081585,0.0043695709397209,0.0233644859813084,0.2167419885913994
0.0048297094477583,0.0002105817320347,0.0186915887850467,0.1428295178505224
0.0205310756205503,0.0017372992892866,0.0514018691588785,0.3361886791471959
0.0407735231864537,0.0074230060542247,0.0514018691588785,0.2693454149612383
0.0141812584183182,0.0112661226638589,0.0186915887850467,0.2014249058919753
0.0341735616701943,0.0085285601474072,0.116822429906542,0.3367862106701682
0.0446603809890321,0.0056330613319294,0.0420560747663551,0.4214301521861068
0.0136232441793342,0.0013687812582258,0.0046728971962616,0.1287281076854348
0.0221089089859534,0.0043695709397209,0.0233644859813084,0.227454667550953
0.0226669232249374,0.0034745985785733,0.0,0.0949644084084261
0.0296517221473927,0.0027375625164516,0.02803738317757,0.2227693098956285
0.0215124110063498,0.0004211634640694,0.0,0.0943371857714677
0.022705406965557,0.0002105817320347,0.014018691588785,0.1819671790811833
0.0114296709640177,0.0012108449591997,0.0093457943925233,0.1003328917639368
0.0270925533961901,0.000157936299026,0.0,0.1494743720476333
0.0216086203578987,0.0003685180310608,0.0,0.12844570987117
0.0212815085626322,0.0005264543300868,0.014018691588785,0.1634922729068925
0.0131037136809697,0.0002105817320347,0.0,0.0719067990693948
0.0309216855878391,5.26454330086865e-05,0.0373831775700934,0.2314622087019304
0.0127573600153934,0.0,0.0046728971962616,0.1157407515662701
0.0041562439869155,0.0,0.0093457943925233,0.0942183801575801
0.0216278622282085,0.0001052908660173,0.0514018691588785,0.3398288362089482
0.009717144506446,0.0,0.0046728971962616,0.1419431459106672
0.0242255147200307,5.26454330086865e-05,0.0093457943925233,0.1492883104055972
0.0180103906099672,0.0,0.0,0.0854425637585275
0.0202809313065229,0.000157936299026,0.0,0.0856867356653331
